"model_id","base_id","inference_type","confidence","inference_source"
"mergekit-community/L3-Boshima-a","Nitral-AI/Hathor_Sofit-L3-8B-v1","finetune","high","explicit_card | cardData.base_model=Nitral-AI/Hathor_Sofit-L3-8B-v1; cardData.base_model_relation=finetune"
"mergekit-community/L3-Boshima-a","Casual-Autopsy/L3-Deluxe-Scrambled-Eggs-On-Toast-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Deluxe-Scrambled-Eggs-On-Toast-8B"
"mergekit-community/L3-Boshima-a","Nitral-AI/Hathor_Sofit-L3-8B-v1","merge","high","explicit_tag | base_model:merge:Nitral-AI/Hathor_Sofit-L3-8B-v1"
"DavidAU/L3-Dark-Planet-8B","Sao10K/L3-8B-Stheno-v3.2","finetune","high","explicit_card | cardData.base_model=Sao10K/L3-8B-Stheno-v3.2; cardData.base_model_relation=finetune"
"DavidAU/L3-Dark-Planet-8B","NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS","finetune","high","explicit_card | cardData.base_model=NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS; cardData.base_model_relation=finetune"
"DavidAU/L3-Dark-Planet-8B","meta-llama/Meta-Llama-3-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3-8B-Instruct; cardData.base_model_relation=finetune"
"DavidAU/L3-Dark-Planet-8B","Hastagaras/Jamet-8B-L3-MK.V-Blackroot","finetune","high","explicit_card | cardData.base_model=Hastagaras/Jamet-8B-L3-MK.V-Blackroot; cardData.base_model_relation=finetune"
"DavidAU/L3-Dark-Planet-8B","meta-llama/Meta-Llama-3-8B-Instruct","merge","high","explicit_tag | base_model:merge:meta-llama/Meta-Llama-3-8B-Instruct"
"DavidAU/L3-Dark-Planet-8B","NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS","merge","high","explicit_tag | base_model:merge:NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS"
"DavidAU/L3-Dark-Planet-8B","Sao10K/L3-8B-Stheno-v3.2","merge","high","explicit_tag | base_model:merge:Sao10K/L3-8B-Stheno-v3.2"
"DavidAU/L3-Dark-Planet-8B","Hastagaras/Jamet-8B-L3-MK.V-Blackroot","merge","high","explicit_tag | base_model:merge:Hastagaras/Jamet-8B-L3-MK.V-Blackroot"
"mergekit-community/L3.1-Orion-a-8B","P0x0/Epos-8b","finetune","high","explicit_card | cardData.base_model=P0x0/Epos-8b; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Orion-a-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Orion-a-8B","Sao10K/L3-8B-Lunaris-v1","finetune","high","explicit_card | cardData.base_model=Sao10K/L3-8B-Lunaris-v1; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Orion-a-8B","mergekit-community/L3-Boshima-a","finetune","high","explicit_card | cardData.base_model=mergekit-community/L3-Boshima-a; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Orion-a-8B","Sao10K/L3-8B-Lunaris-v1","merge","high","explicit_tag | base_model:merge:Sao10K/L3-8B-Lunaris-v1"
"mergekit-community/L3.1-Orion-a-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B"
"mergekit-community/L3.1-Orion-a-8B","mergekit-community/L3-Boshima-a","merge","high","explicit_tag | base_model:merge:mergekit-community/L3-Boshima-a"
"mergekit-community/L3.1-Orion-a-8B","P0x0/Epos-8b","merge","high","explicit_tag | base_model:merge:P0x0/Epos-8b"
"mergekit-community/L3.1-Artemis-h-8B","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Llama-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Artemis-h-8B","mergekit-community/L3-Boshima-a","finetune","high","explicit_card | cardData.base_model=mergekit-community/L3-Boshima-a; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Artemis-h-8B","mlabonne/NeuralDaredevil-8B-abliterated","finetune","high","explicit_card | cardData.base_model=mlabonne/NeuralDaredevil-8B-abliterated; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Artemis-h-8B","kromvault/L3.1-Ablaze-Vulca-v0.1-8B","finetune","high","explicit_card | cardData.base_model=kromeurus/L3.1-Ablaze-Vulca-v0.1-8B; cardData.base_model_relation=finetune | validated: base_id 'kromeurus/L3.1-Ablaze-Vulca-v0.1-8B' -> 'kromvault/L3.1-Ablaze-Vulca-v0.1-8B'"
"mergekit-community/L3.1-Artemis-h-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Artemis-h-8B","mlabonne/NeuralDaredevil-8B-abliterated","merge","high","explicit_tag | base_model:merge:mlabonne/NeuralDaredevil-8B-abliterated"
"mergekit-community/L3.1-Artemis-h-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B"
"mergekit-community/L3.1-Artemis-h-8B","mergekit-community/L3-Boshima-a","merge","high","explicit_tag | base_model:merge:mergekit-community/L3-Boshima-a"
"mergekit-community/L3.1-Artemis-h-8B","kromvault/L3.1-Ablaze-Vulca-v0.1-8B","merge","high","explicit_tag | base_model:merge:kromvault/L3.1-Ablaze-Vulca-v0.1-8B"
"mergekit-community/L3.1-Artemis-h-8B","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","merge","high","explicit_tag | base_model:merge:deepseek-ai/DeepSeek-R1-Distill-Llama-8B"
"allenai/Olmo-3-32B-Think-SFT","allenai/Olmo-3-1125-32B","finetune","high","explicit_card | cardData.base_model=allenai/Olmo-3-1125-32B; cardData.base_model_relation=finetune"
"Novaciano/Gemma3-UNCENSORED-1B","Novaciano/Heretic_Amoral_Abl-Gemma3-1B","finetune","high","explicit_card | cardData.base_model=Novaciano/Heretic_Amoral_Abl-Gemma3-1B; cardData.base_model_relation=finetune"
"Novaciano/Gemma3-UNCENSORED-1B","Novaciano/Heretic_Fusion-Gemma3-1B","finetune","high","explicit_card | cardData.base_model=Novaciano/Heretic_Fusion-Gemma3-1B; cardData.base_model_relation=finetune"
"Novaciano/Gemma3-UNCENSORED-1B","Novaciano/Heretic_Amoral_Abl-Gemma3-1B","merge","high","explicit_tag | base_model:merge:Novaciano/Heretic_Amoral_Abl-Gemma3-1B"
"Novaciano/Gemma3-UNCENSORED-1B","Novaciano/Heretic_Fusion-Gemma3-1B","merge","high","explicit_tag | base_model:merge:Novaciano/Heretic_Fusion-Gemma3-1B"
"nvidia/Llama-3.1-Nemotron-70B-Instruct","meta-llama/Llama-3.1-70B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.1-70B-Instruct; cardData.base_model_relation=finetune"
"TeichAI/Qwen3-4B-Thinking-2507-Gemini-3-Pro-Preview-High-Reasoning-Distill","unsloth/Qwen3-4B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=unsloth/Qwen3-4B-Thinking-2507; cardData.base_model_relation=finetune"
"DavidAU/Mistral-Nemo-2407-12B-Thinking-Claude-Gemini-GPT5.2-Uncensored-HERETIC","mistralai/Mistral-Nemo-Instruct-2407","finetune","high","explicit_card | cardData.base_model=mistralai/Mistral-Nemo-Instruct-2407; cardData.base_model_relation=finetune"
"catallama/CataLlama-v0.1-Base","meta-llama/Meta-Llama-3-8B","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3-8B; cardData.base_model_relation=finetune"
"trendmicro-ailab/Llama-Primus-Base","meta-llama/Llama-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"TroyDoesAI/Merge1","TroyDoesAI/Abliterated-Merge-WIP","finetune","high","explicit_card | cardData.base_model=TroyDoesAI/Abliterated-Merge-WIP; cardData.base_model_relation=finetune"
"TroyDoesAI/Merge1","TroyDoesAI/Abliterated-Merge-WIP-3","finetune","high","explicit_card | cardData.base_model=TroyDoesAI/Abliterated-Merge-WIP-3; cardData.base_model_relation=finetune"
"TroyDoesAI/Merge1","TroyDoesAI/Abliterated-Merge-WIP","merge","high","explicit_tag | base_model:merge:TroyDoesAI/Abliterated-Merge-WIP"
"TroyDoesAI/Merge1","TroyDoesAI/Abliterated-Merge-WIP-3","merge","high","explicit_tag | base_model:merge:TroyDoesAI/Abliterated-Merge-WIP-3"
"dphn/dolphin-2.2.1-mistral-7b","mistralai/Mistral-7B-v0.1","finetune","high","explicit_card | cardData.base_model=mistralai/Mistral-7B-v0.1; cardData.base_model_relation=finetune"
"Q-bert/MetaMath-Cybertron-Starling","Q-bert/MetaMath-Cybertron","finetune","high","explicit_card | cardData.base_model=Q-bert/MetaMath-Cybertron; cardData.base_model_relation=finetune"
"Q-bert/MetaMath-Cybertron-Starling","berkeley-nest/Starling-LM-7B-alpha","finetune","high","explicit_card | cardData.base_model=berkeley-nest/Starling-LM-7B-alpha; cardData.base_model_relation=finetune"
"Q-bert/MetaMath-Cybertron-Starling","berkeley-nest/Starling-LM-7B-alpha","merge","high","explicit_tag | base_model:merge:berkeley-nest/Starling-LM-7B-alpha"
"Q-bert/MetaMath-Cybertron-Starling","Q-bert/MetaMath-Cybertron","merge","high","explicit_tag | base_model:merge:Q-bert/MetaMath-Cybertron"
"beowolx/MistralHermes-CodePro-7B-v1","teknium/OpenHermes-2.5-Mistral-7B","finetune","high","explicit_card | cardData.base_model=teknium/OpenHermes-2.5-Mistral-7B; cardData.base_model_relation=finetune"
"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp","teknium/OpenHermes-2.5-Mistral-7B","finetune","high","explicit_card | cardData.base_model=teknium/OpenHermes-2.5-Mistral-7B; cardData.base_model_relation=finetune"
"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp","Intel/neural-chat-7b-v3-3","finetune","high","explicit_card | cardData.base_model=Intel/neural-chat-7b-v3-3; cardData.base_model_relation=finetune"
"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp","teknium/OpenHermes-2.5-Mistral-7B","merge","high","explicit_tag | base_model:merge:teknium/OpenHermes-2.5-Mistral-7B"
"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp","Intel/neural-chat-7b-v3-3","merge","high","explicit_tag | base_model:merge:Intel/neural-chat-7b-v3-3"
"mlabonne/NeuralHermes-2.5-Mistral-7B","teknium/OpenHermes-2.5-Mistral-7B","finetune","high","explicit_card | cardData.base_model=teknium/OpenHermes-2.5-Mistral-7B; cardData.base_model_relation=finetune"
"arcee-ai/Trinity-Mini-Base","arcee-ai/Trinity-Mini-Base-Pre-Anneal","finetune","high","explicit_card | cardData.base_model=arcee-ai/Trinity-Mini-Base-Pre-Anneal; cardData.base_model_relation=finetune"
"allenai/OLMo-2-0425-1B-SFT","allenai/OLMo-2-0425-1B","finetune","high","explicit_card | cardData.base_model=allenai/OLMo-2-0425-1B; cardData.base_model_relation=finetune"
"rombodawg/Rombos-LLM-V2.5-Qwen-7b","Qwen/Qwen2.5-7B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-7B-Instruct; cardData.base_model_relation=finetune"
"Solshine/reflection-llama-3.1-8B-Solshine-trainround3-16bit","Solshine/reflection-llama-3.1-8B-Solshine-trainround2-16bit","finetune","high","explicit_card | cardData.base_model=Solshine/reflection-llama-3.1-8B-Solshine-trainround2-16bit; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","DreadPoor/Derivative-8B-Model_Stock","finetune","high","explicit_card | cardData.base_model=DreadPoor/Derivative-8B-Model_Stock; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","grimjim/Llama-3-Instruct-abliteration-LoRA-8B","finetune","high","explicit_card | cardData.base_model=grimjim/Llama-3-Instruct-abliteration-LoRA-8B; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","Sao10K/L3-8B-Stheno-v3.2","finetune","high","explicit_card | cardData.base_model=Sao10K/L3-8B-Stheno-v3.2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","kik41/lora-length-long-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-length-long-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/biology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/biology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","vincentyandex/lora_llama3_chunked_novel_bs128","finetune","high","explicit_card | cardData.base_model=vincentyandex/lora_llama3_chunked_novel_bs128; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/professional_psychology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/professional_psychology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/human_sexuality","finetune","high","explicit_card | cardData.base_model=surya-narayanan/human_sexuality; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","eeeebbb2/3aff0ea7-4262-4abb-97b1-1879f340d32e","finetune","high","explicit_card | cardData.base_model=eeeebbb2/3aff0ea7-4262-4abb-97b1-1879f340d32e; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/health","finetune","high","explicit_card | cardData.base_model=surya-narayanan/health; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","ResplendentAI/Smarts_Llama3","finetune","high","explicit_card | cardData.base_model=ResplendentAI/Smarts_Llama3; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/formal_logic","finetune","high","explicit_card | cardData.base_model=surya-narayanan/formal_logic; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","Azazelle/Llama-3-8B-Abomination-LORA","finetune","high","explicit_card | cardData.base_model=Azazelle/Llama-3-8B-Abomination-LORA; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/anatomy","finetune","high","explicit_card | cardData.base_model=surya-narayanan/anatomy; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","kik41/lora-type-descriptive-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-type-descriptive-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/formal_logic","merge","high","explicit_tag | base_model:merge:surya-narayanan/formal_logic"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/human_sexuality","merge","high","explicit_tag | base_model:merge:surya-narayanan/human_sexuality"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/anatomy","merge","high","explicit_tag | base_model:merge:surya-narayanan/anatomy"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/professional_psychology","merge","high","explicit_tag | base_model:merge:surya-narayanan/professional_psychology"
"mergekit-community/mergekit-model_stock-bzcrthr","ResplendentAI/Smarts_Llama3","merge","high","explicit_tag | base_model:merge:ResplendentAI/Smarts_Llama3"
"mergekit-community/mergekit-model_stock-bzcrthr","vincentyandex/lora_llama3_chunked_novel_bs128","merge","high","explicit_tag | base_model:merge:vincentyandex/lora_llama3_chunked_novel_bs128"
"mergekit-community/mergekit-model_stock-bzcrthr","Sao10K/L3-8B-Stheno-v3.2","merge","high","explicit_tag | base_model:merge:Sao10K/L3-8B-Stheno-v3.2"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/biology","merge","high","explicit_tag | base_model:merge:surya-narayanan/biology"
"mergekit-community/mergekit-model_stock-bzcrthr","surya-narayanan/health","merge","high","explicit_tag | base_model:merge:surya-narayanan/health"
"mergekit-community/mergekit-model_stock-bzcrthr","Azazelle/Llama-3-8B-Abomination-LORA","merge","high","explicit_tag | base_model:merge:Azazelle/Llama-3-8B-Abomination-LORA"
"DreadPoor/Everything-COT-8B-r128-LoRA","NousResearch/Meta-Llama-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=NousResearch/Meta-Llama-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"DreadPoor/Everything-COT-8B-r128-LoRA","FPHam/L3-8B-Everything-COT","finetune","high","explicit_card | cardData.base_model=FPHam/L3-8B-Everything-COT; cardData.base_model_relation=finetune"
"dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e","Orenguteng/Llama-3-8B-Lexi-Uncensored","finetune","high","explicit_card | cardData.base_model=Orenguteng/Llama-3-8B-Lexi-Uncensored; cardData.base_model_relation=finetune"
"dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e","Orenguteng/Llama-3-8B-Lexi-Uncensored","adapter","high","explicit_tag | base_model:adapter:Orenguteng/Llama-3-8B-Lexi-Uncensored"
"DreadPoor/OpenBioLLM-8B-r64-LoRA","NousResearch/Meta-Llama-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=NousResearch/Meta-Llama-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"DreadPoor/OpenBioLLM-8B-r64-LoRA","aaditya/Llama3-OpenBioLLM-8B","finetune","high","explicit_card | cardData.base_model=aaditya/Llama3-OpenBioLLM-8B; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","tannedbum/L3-Nymeria-v2-8B","finetune","high","explicit_card | cardData.base_model=tannedbum/L3-Nymeria-v2-8B; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","eeeebbb2/3aff0ea7-4262-4abb-97b1-1879f340d32e","finetune","high","explicit_card | cardData.base_model=eeeebbb2/3aff0ea7-4262-4abb-97b1-1879f340d32e; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","surya-narayanan/professional_psychology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/professional_psychology; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","Blackroot/Llama-3-LongStory-LORA","finetune","high","explicit_card | cardData.base_model=Blackroot/Llama-3-LongStory-LORA; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","ResplendentAI/Llama3_RP_ORPO_LoRA","finetune","high","explicit_card | cardData.base_model=ResplendentAI/Llama3_RP_ORPO_LoRA; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","surya-narayanan/psychology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/psychology; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","kloodia/lora-8b-bio","finetune","high","explicit_card | cardData.base_model=kloodia/lora-8b-bio; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","surya-narayanan/conceptual_physics","finetune","high","explicit_card | cardData.base_model=surya-narayanan/conceptual_physics; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","surya-narayanan/health","finetune","high","explicit_card | cardData.base_model=surya-narayanan/health; cardData.base_model_relation=finetune"
"mergekit-community/sexeh_time_testing","surya-narayanan/anatomy","finetune","high","explicit_card | cardData.base_model=surya-narayanan/anatomy; cardData.base_model_relation=finetune"
